2025-12-24 00:00:00.013 [scheduling-1] [] INFO  c.y.news.pipeline.PipelineScheduler - Scheduled pipeline execution started
2025-12-24 01:30:01.059 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [RSS] Collected 0 articles
2025-12-24 01:30:01.059 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Starting clustering for articles from last 48 hours, limit=1000
2025-12-24 01:30:01.119 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Loaded 357 articles for clustering
2025-12-24 01:30:01.130 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Classified 212 out of 357 articles
2025-12-24 01:30:01.137 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 규제/정책 (fingerprint=POLICY:규제,대책,정책)
2025-12-24 01:30:01.141 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 관세/정책 (fingerprint=POLICY:관세,정책)
2025-12-24 01:30:01.146 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 지원/정책 (fingerprint=POLICY:금융위,정책,지원)
2025-12-24 01:30:01.151 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 증시/상승 (fingerprint=STOCK:상승,주가,증시)
2025-12-24 01:30:01.155 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 코스닥/코스피 (fingerprint=STOCK:주가,코스닥,코스피)
2025-12-24 01:30:01.159 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 금리 관련 이슈: 금리/인하 (fingerprint=RATE:금리,기준금리,인하)
2025-12-24 01:30:01.163 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 부동산/주택 (fingerprint=REALESTATE:부동산,전세,주택)
2025-12-24 01:30:01.169 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 아파트/주택 (fingerprint=REALESTATE:아파트,월세,주택)
2025-12-24 01:30:01.177 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 환율 관련 이슈: 환율/달러 (fingerprint=FX:달러,외환,환율)
2025-12-24 01:30:01.177 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Clustering completed: 0 created, 9 updated, 171 skipped
2025-12-24 01:30:01.177 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Cluster] Created 0, Updated 9, Skipped 171
2025-12-24 01:30:01.182 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Found 12 card generation targets
2025-12-24 01:30:01.193 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Card generation completed: 0 success, 12 skipped, 0 failed
2025-12-24 01:30:01.193 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Card] Generated 0, Skipped 12, Failed 0
2025-12-24 01:30:01.203 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline finished ==========
Status: SUCCESS
Duration: 1185ms
RSS Saved: 0
Issues Created: 0, Updated: 9
Cards Created: 0, Failed: 0

========================================
2025-12-24 01:30:55.345 [SpringApplicationShutdownHook] [] INFO  o.s.b.reactor.netty.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-12-24 01:30:55.346 [netty-shutdown] [] INFO  o.s.b.reactor.netty.GracefulShutdown - Graceful shutdown complete
2025-12-24 01:30:57.357 [SpringApplicationShutdownHook] [] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-12-24 01:30:57.362 [SpringApplicationShutdownHook] [] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-12-24 01:31:01.863 [main] [] INFO  c.yourapp.news.ArticleApplicationKt - Starting ArticleApplicationKt using Java 21.0.4 with PID 5180 (C:\ToyProject\article\build\classes\kotlin\main started by anes5 in C:\ToyProject\article)
2025-12-24 01:31:01.866 [main] [] INFO  c.yourapp.news.ArticleApplicationKt - No active profile set, falling back to 1 default profile: "default"
2025-12-24 01:31:02.005 [background-preinit] [] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 9.0.1.Final
2025-12-24 01:31:04.145 [main] [] INFO  o.s.b.s.a.ReactiveUserDetailsServiceAutoConfiguration - 

Using generated security password: 237489d4-2b88-4d92-92b8-ceb0f82ce466

2025-12-24 01:31:04.782 [main] [] INFO  o.s.b.reactor.netty.NettyWebServer - Netty started on port 8080 (http)
2025-12-24 01:31:04.792 [main] [] INFO  c.yourapp.news.ArticleApplicationKt - Started ArticleApplicationKt in 3.766 seconds (process running for 4.822)
2025-12-24 01:31:04.797 [main] [] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-12-24 01:31:04.971 [main] [] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3891b430
2025-12-24 01:31:04.972 [main] [] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-12-24 01:31:04.993 [main] [] INFO  c.y.n.c.ExposedConfig$$SpringCGLIB$$0 - Ensuring database tables exist
2025-12-24 01:31:05.069 [main] [] INFO  Exposed - Preparing create tables statements took 53ms
2025-12-24 01:31:05.575 [main] [] INFO  Exposed - Executing create tables statements took 506ms
2025-12-24 01:31:05.607 [main] [] INFO  Exposed - Extracting table columns took 32ms
2025-12-24 01:31:05.615 [main] [] INFO  Exposed - Extracting primary keys took 8ms
2025-12-24 01:31:05.625 [main] [] INFO  Exposed - Extracting column constraints took 5ms
2025-12-24 01:31:05.625 [main] [] INFO  Exposed - Preparing alter tables statements took 50ms
2025-12-24 01:31:05.626 [main] [] INFO  Exposed - Executing alter tables statements took 0ms
2025-12-24 01:31:05.645 [main] [] INFO  Exposed - Checking mapping consistence took 19ms
2025-12-24 01:32:00.018 [scheduling-1] [] INFO  c.y.news.pipeline.PipelineScheduler - Scheduled pipeline execution started
2025-12-24 01:32:00.018 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline started at 2025-12-24T01:32:00.018448700 ==========
2025-12-24 01:32:00.019 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Starting collection from 16 feeds
2025-12-24 01:32:00.779 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.mk.co.kr, entries=50, saved=0
2025-12-24 01:32:00.896 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.hankyung.com, entries=50, saved=0
2025-12-24 01:32:01.033 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.edaily.co.kr, entries=50, saved=0
2025-12-24 01:32:01.214 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.mt.co.kr, entries=100, saved=0
2025-12-24 01:32:01.280 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.yonhapnews.co.kr, entries=0, saved=0
2025-12-24 01:32:01.362 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=www.hani.co.kr, error=Invalid XML: Error on line 1: Content is not allowed in prolog.
2025-12-24 01:32:01.509 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.khan.co.kr, entries=50, saved=0
2025-12-24 01:32:01.917 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.donga.com, entries=50, saved=0
2025-12-24 01:32:02.058 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.chosun.com, entries=100, saved=0
2025-12-24 01:32:02.135 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 01:32:02.156 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 01:32:02.173 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 01:32:02.252 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=rss.kmib.co.kr, error=Failed to resolve 'rss.kmib.co.kr' [A(1)] after 2 queries 
2025-12-24 01:32:02.373 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.pressian.com, entries=25, saved=0
2025-12-24 01:32:02.513 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.sisain.co.kr, entries=20, saved=0
2025-12-24 01:32:02.600 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.labortoday.co.kr, entries=50, saved=0
2025-12-24 01:32:02.600 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Collection complete: totalFeeds=16, success=11, failed=5, totalSaved=0, elapsedMs=2581
2025-12-24 01:32:02.600 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [RSS] Collected 0 articles
2025-12-24 01:32:02.600 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Starting clustering for articles from last 48 hours, limit=1000
2025-12-24 01:32:02.715 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Loaded 357 articles for clustering
2025-12-24 01:32:02.728 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Classified 212 out of 357 articles
2025-12-24 01:32:02.754 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 규제/정책 (fingerprint=POLICY:규제,대책,정책)
2025-12-24 01:32:02.759 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 관세/정책 (fingerprint=POLICY:관세,정책)
2025-12-24 01:32:02.763 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 지원/정책 (fingerprint=POLICY:금융위,정책,지원)
2025-12-24 01:32:02.768 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 증시/상승 (fingerprint=STOCK:상승,주가,증시)
2025-12-24 01:32:02.771 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 코스닥/코스피 (fingerprint=STOCK:주가,코스닥,코스피)
2025-12-24 01:32:02.776 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 금리 관련 이슈: 금리/인하 (fingerprint=RATE:금리,기준금리,인하)
2025-12-24 01:32:02.779 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 부동산/주택 (fingerprint=REALESTATE:부동산,전세,주택)
2025-12-24 01:32:02.784 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 아파트/주택 (fingerprint=REALESTATE:아파트,월세,주택)
2025-12-24 01:32:02.792 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 환율 관련 이슈: 환율/달러 (fingerprint=FX:달러,외환,환율)
2025-12-24 01:32:02.792 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Clustering completed: 0 created, 9 updated, 171 skipped
2025-12-24 01:32:02.792 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Cluster] Created 0, Updated 9, Skipped 171
2025-12-24 01:32:02.798 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Found 12 card generation targets
2025-12-24 01:32:02.812 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Card generation completed: 0 success, 12 skipped, 0 failed
2025-12-24 01:32:02.812 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Card] Generated 0, Skipped 12, Failed 0
2025-12-24 01:32:02.830 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline finished ==========
Status: SUCCESS
Duration: 2793ms
RSS Saved: 0
Issues Created: 0, Updated: 9
Cards Created: 0, Failed: 0

========================================
2025-12-24 01:32:23.899 [reactor-http-nio-5] [cb006791d38d4533] INFO  com.yourapp.news.auth.AuthService - New user registered: username=test, userId=1
2025-12-24 01:32:37.715 [reactor-http-nio-5] [fa1e6e35ae2947bb] INFO  com.yourapp.news.auth.AuthService - User logged in: username=test
2025-12-24 01:34:00.001 [scheduling-1] [] INFO  c.y.news.pipeline.PipelineScheduler - Scheduled pipeline execution started
2025-12-24 01:34:00.001 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline started at 2025-12-24T01:34:00.001408700 ==========
2025-12-24 01:34:00.001 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Starting collection from 16 feeds
2025-12-24 01:34:00.045 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.mk.co.kr, entries=50, saved=0
2025-12-24 01:34:00.073 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.hankyung.com, entries=50, saved=0
2025-12-24 01:34:00.111 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.edaily.co.kr, entries=50, saved=0
2025-12-24 01:34:00.288 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.mt.co.kr, entries=100, saved=0
2025-12-24 01:34:00.320 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.yonhapnews.co.kr, entries=0, saved=0
2025-12-24 01:34:00.386 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=www.hani.co.kr, error=Invalid XML: Error on line 1: Content is not allowed in prolog.
2025-12-24 01:34:00.434 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.khan.co.kr, entries=50, saved=0
2025-12-24 01:34:00.773 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.donga.com, entries=50, saved=0
2025-12-24 01:34:00.833 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.chosun.com, entries=100, saved=0
2025-12-24 01:34:00.854 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 01:34:00.883 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 01:34:00.907 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 01:34:00.975 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=rss.kmib.co.kr, error=Failed to resolve 'rss.kmib.co.kr' [A(1)] after 2 queries 
2025-12-24 01:34:01.043 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.pressian.com, entries=25, saved=0
2025-12-24 01:34:01.118 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.sisain.co.kr, entries=20, saved=0
2025-12-24 01:34:01.314 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.labortoday.co.kr, entries=50, saved=0
2025-12-24 01:34:01.315 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Collection complete: totalFeeds=16, success=11, failed=5, totalSaved=0, elapsedMs=1314
2025-12-24 01:34:01.315 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [RSS] Collected 0 articles
2025-12-24 01:34:01.315 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Starting clustering for articles from last 48 hours, limit=1000
2025-12-24 01:34:01.367 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Loaded 357 articles for clustering
2025-12-24 01:34:01.376 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Classified 212 out of 357 articles
2025-12-24 01:34:01.381 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 규제/정책 (fingerprint=POLICY:규제,대책,정책)
2025-12-24 01:34:01.384 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 관세/정책 (fingerprint=POLICY:관세,정책)
2025-12-24 01:34:01.387 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 지원/정책 (fingerprint=POLICY:금융위,정책,지원)
2025-12-24 01:34:01.391 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 증시/상승 (fingerprint=STOCK:상승,주가,증시)
2025-12-24 01:34:01.395 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 코스닥/코스피 (fingerprint=STOCK:주가,코스닥,코스피)
2025-12-24 01:34:01.399 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 금리 관련 이슈: 금리/인하 (fingerprint=RATE:금리,기준금리,인하)
2025-12-24 01:34:01.402 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 부동산/주택 (fingerprint=REALESTATE:부동산,전세,주택)
2025-12-24 01:34:01.406 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 아파트/주택 (fingerprint=REALESTATE:아파트,월세,주택)
2025-12-24 01:34:01.413 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 환율 관련 이슈: 환율/달러 (fingerprint=FX:달러,외환,환율)
2025-12-24 01:34:01.413 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Clustering completed: 0 created, 9 updated, 171 skipped
2025-12-24 01:34:01.413 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Cluster] Created 0, Updated 9, Skipped 171
2025-12-24 01:34:01.416 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Found 12 card generation targets
2025-12-24 01:34:01.425 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Card generation completed: 0 success, 12 skipped, 0 failed
2025-12-24 01:34:01.425 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Card] Generated 0, Skipped 12, Failed 0
2025-12-24 01:34:01.439 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline finished ==========
Status: SUCCESS
Duration: 1424ms
RSS Saved: 0
Issues Created: 0, Updated: 9
Cards Created: 0, Failed: 0

========================================
2025-12-24 01:36:00.011 [scheduling-1] [] INFO  c.y.news.pipeline.PipelineScheduler - Scheduled pipeline execution started
2025-12-24 01:36:00.011 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline started at 2025-12-24T01:36:00.011228 ==========
2025-12-24 01:36:00.011 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Starting collection from 16 feeds
2025-12-24 01:36:00.051 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.mk.co.kr, entries=50, saved=0
2025-12-24 01:36:00.086 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.hankyung.com, entries=50, saved=0
2025-12-24 01:36:00.114 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.edaily.co.kr, entries=50, saved=0
2025-12-24 01:36:00.286 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.mt.co.kr, entries=100, saved=0
2025-12-24 01:36:00.317 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.yonhapnews.co.kr, entries=0, saved=0
2025-12-24 01:36:00.374 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=www.hani.co.kr, error=Invalid XML: Error on line 1: Content is not allowed in prolog.
2025-12-24 01:36:00.405 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.khan.co.kr, entries=50, saved=0
2025-12-24 01:36:00.467 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.donga.com, entries=50, saved=0
2025-12-24 01:36:00.522 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.chosun.com, entries=100, saved=0
2025-12-24 01:36:00.546 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 01:36:00.565 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 01:36:00.584 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 01:36:00.656 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=rss.kmib.co.kr, error=Failed to resolve 'rss.kmib.co.kr' [A(1)] after 2 queries 
2025-12-24 01:36:00.731 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.pressian.com, entries=25, saved=0
2025-12-24 01:36:00.809 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.sisain.co.kr, entries=20, saved=0
2025-12-24 01:36:00.877 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.labortoday.co.kr, entries=50, saved=0
2025-12-24 01:36:00.877 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Collection complete: totalFeeds=16, success=11, failed=5, totalSaved=0, elapsedMs=866
2025-12-24 01:36:00.877 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [RSS] Collected 0 articles
2025-12-24 01:36:00.877 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Starting clustering for articles from last 48 hours, limit=1000
2025-12-24 01:36:00.915 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Loaded 357 articles for clustering
2025-12-24 01:36:00.924 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Classified 212 out of 357 articles
2025-12-24 01:36:00.933 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 규제/정책 (fingerprint=POLICY:규제,대책,정책)
2025-12-24 01:36:00.936 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 관세/정책 (fingerprint=POLICY:관세,정책)
2025-12-24 01:36:00.939 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 지원/정책 (fingerprint=POLICY:금융위,정책,지원)
2025-12-24 01:36:00.944 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 증시/상승 (fingerprint=STOCK:상승,주가,증시)
2025-12-24 01:36:00.947 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 코스닥/코스피 (fingerprint=STOCK:주가,코스닥,코스피)
2025-12-24 01:36:00.951 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 금리 관련 이슈: 금리/인하 (fingerprint=RATE:금리,기준금리,인하)
2025-12-24 01:36:00.954 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 부동산/주택 (fingerprint=REALESTATE:부동산,전세,주택)
2025-12-24 01:36:00.960 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 아파트/주택 (fingerprint=REALESTATE:아파트,월세,주택)
2025-12-24 01:36:00.968 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 환율 관련 이슈: 환율/달러 (fingerprint=FX:달러,외환,환율)
2025-12-24 01:36:00.968 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Clustering completed: 0 created, 9 updated, 171 skipped
2025-12-24 01:36:00.968 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Cluster] Created 0, Updated 9, Skipped 171
2025-12-24 01:36:00.971 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Found 12 card generation targets
2025-12-24 01:36:00.981 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Card generation completed: 0 success, 12 skipped, 0 failed
2025-12-24 01:36:00.981 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Card] Generated 0, Skipped 12, Failed 0
2025-12-24 01:36:00.992 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline finished ==========
Status: SUCCESS
Duration: 969ms
RSS Saved: 0
Issues Created: 0, Updated: 9
Cards Created: 0, Failed: 0

========================================
2025-12-24 01:38:00.009 [scheduling-1] [] INFO  c.y.news.pipeline.PipelineScheduler - Scheduled pipeline execution started
2025-12-24 01:38:00.009 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline started at 2025-12-24T01:38:00.009436600 ==========
2025-12-24 01:38:00.009 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Starting collection from 16 feeds
2025-12-24 01:38:00.047 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.mk.co.kr, entries=50, saved=0
2025-12-24 01:38:00.076 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.hankyung.com, entries=50, saved=0
2025-12-24 01:38:00.106 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.edaily.co.kr, entries=50, saved=0
2025-12-24 01:38:00.288 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.mt.co.kr, entries=100, saved=0
2025-12-24 01:38:00.316 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.yonhapnews.co.kr, entries=0, saved=0
2025-12-24 01:38:00.373 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=www.hani.co.kr, error=Invalid XML: Error on line 1: Content is not allowed in prolog.
2025-12-24 01:38:00.399 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.khan.co.kr, entries=50, saved=0
2025-12-24 01:38:00.459 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.donga.com, entries=50, saved=0
2025-12-24 01:38:00.517 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.chosun.com, entries=100, saved=0
